film_id_x,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis_x,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget_x,recette_usa,recette_reste_du_monde,recette_monde,film_url,film_image_url,release_date,duration,age_classification,producers,director,top_stars,press_rating,viewer_rating,languages,distributor,year_of_production,film_nationality,filming_secrets,fr_entry_week,us_entry_week,fr_entries,us_entries,awards,budget_y,associated_genres,press_critics_count,viewer_critics_count,synopsis_y,film_id_y,release_season,duration_minutes,producers_count,producer_1,producer_2,producer_3,producer_4,producer_5,top_stars_count,top_star_1,top_star_2,top_star_3,language_count,film_nationality_count,filming_secrets_num,fr_entry_week_period,fr_entry_week_iso_week,us_entry_week_period,us_entry_week_iso_week,fr_entries_num,us_entries_num,award_count,nomination_count,total_awards_nomination,associated_genres_count,press_critics_count_num,viewer_notes,viewer_critiques,synopsis_length
21552,Licorice Pizza,Comédie dramatique,05/01/2022,24/12/2021,https://www.jpbox-office.com/cinema/images/posters/21552-20211124104944-0.jpg,"1973, dans la région de Los Angeles. Alana Kane et Gary Valentine font connaissance le jour de la photo de classe au lycée du garçon. Alana n’est plus lycéenne, mais tente de trouver sa voie tout en travaillant comme assistante du photographe. Gary, lui, a déjà une expérience d’acteur, ce qu’il s’empresse de dire à la jeune fille pour l’impressionner. Amusée et intriguée par son assurance hors normes, elle accepte de l’accompagner à New York pour une émission de télévision. Mais rien ne se passe comme prévu…",2h 13min,4,Bradley Cooper (Second rôle - - Jon Peters) | Sean Penn (Second rôle - - Jack Holden) | John C. Reilly (Second rôle - - Fred Gwynne / Herman Munster),116 871,369 833,40 000 000 $,17 318 007 $,11 000 000 $,28 318 007 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=257754.html,https://fr.web.img6.acsta.net/c_310_420/pictures/21/10/07/14/24/5025147.jpg,2022-01-05,2h 14min,,Paul Thomas Anderson,Paul Thomas Anderson,"Alana Haim,Cooper Hoffman,Bradley Cooper",4.5,3.7,Anglais,Universal Pictures International France,2021,,14 anecdotes,05 au 12 janvier 2022,31 décembre au 3 janvier 2022,116 871,1 249 225,1 prix et 11 nominations,-,"Comédie,Drame,Romance",35 critiques,"6798 notes, 396 critiques","1973, dans la région de Los Angeles. Alana Kane et Gary Valentine font connaissance le jour de la photo de classe au lycée du garçon. Alana n’est plus lycéenne, mais tente de trouver sa voie tout en travaillant comme assistante du photographe. Gary, lui, a déjà une expérience d’acteur, ce qu’il s’empresse de dire à la jeune fille pour l’impressionner. Amusée et intriguée par son assurance hors normes, elle accepte de l’accompagner à New York pour une émission de télévision. Mais rien ne se passe comme prévu…",257754,Winter,134.0,1,Paul Thomas Anderson,,,,,3,Alana Haim,Cooper Hoffman,Bradley Cooper,1,0,14,05/01/2022 – 12/01/2022,1,31 décembre au 3 janvier 2022,0,116871,1249225,1,11,12,3,35,6798,396,513
21458,En Attendant Bojangles,Comédie dramatique,05/01/2022,02/09/2022,https://www.jpbox-office.com/cinema/images/posters/21458-20211111084916-0.jpg,"Camille et Georges dansent tout le temps sur leur chanson préférée Mr Bojangles. Chez eux, il n'y a de place que pour le plaisir, la fantaisie et les amis. Jusqu'au jour où la mère va trop loin, contraignant Georges et leur fils Gary à tout faire pour éviter l'inéluctable coûte que coûte.",2h 05min,4,Romain Duris (Rôle principal - - Georges) | Virginie Efira (Rôle principal - - Camille),228 476,559 650,12 270 000 ,- $,4 538 023 $,4 538 023 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=277530.html,https://fr.web.img3.acsta.net/c_310_420/pictures/21/09/22/17/26/2396678.jpg,2022-01-05,2h 05min,,"Regis Roinsard,Romain Compingt",Regis Roinsard,"Virginie Efira,Romain Duris,Grégory Gadebois",2.9,3.7,Français,StudioCanal,2021,"France,Belgique",12 anecdotes,05 au 12 janvier 2022,,228 476,,,-,"Comédie,Comédie dramatique,Drame",28 critiques,"5833 notes, 510 critiques","Camille et Georges dansent tout le temps sur leur chanson préférée Mr Bojangles. Chez eux, il n'y a de place que pour le plaisir, la fantaisie et les amis. Jusqu'au jour où la mère va trop loin, contraignant Georges et leur fils Gary à tout faire pour éviter l'inéluctable coûte que coûte.",277530,Winter,125.0,2,Regis Roinsard,Romain Compingt,,,,3,Virginie Efira,Romain Duris,Grégory Gadebois,1,2,12,05/01/2022 – 12/01/2022,1,,0,228476,0,0,0,0,3,28,5833,510,289
21528,Placés,Comédie dramatique,12/01/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21528-20211113064643-0.jpg,"Parce qu’il a oublié sa carte d’identité, Elias ne peut passer les épreuves du concours d’entrée à Sciences Po. À la recherche d’un job en attendant de pouvoir se présenter à nouveau, il devient éducateur dans une Maison d’Enfants à Caractère Social. Confronté à un milieu dont il ignore le fonctionnement, Elias ne sait pas encore à quel point cette expérience va changer sa vie.",1h 51min,Non disponible,Julie Depardieu (Rôle principal - - Michelle),49 668,110 818,? ,- $,759 453 $,759 453 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=292607.html,https://fr.web.img2.acsta.net/c_310_420/pictures/21/12/16/10/56/1945763.jpg,2022-01-12,1h 51min,,"Nessim Chikhaoui,Hélène Fillières",Nessim Chikhaoui,"Shaïn Boumedine,Julie Depardieu,Philippe Rebbot",3.3,3.9,Français,Le Pacte,2021,,8 anecdotes,12 au 19 janvier 2022,,49 668,,,-,Comédie dramatique,17 critiques,"1307 notes, 193 critiques","Parce qu’il a oublié sa carte d’identité, Elias ne peut passer les épreuves du concours d’entrée à Sciences Po. À la recherche d’un job en attendant de pouvoir se présenter à nouveau, il devient éducateur dans une Maison d’Enfants à Caractère Social.",292607,Winter,111.0,2,Nessim Chikhaoui,Hélène Fillières,,,,3,Shaïn Boumedine,Julie Depardieu,Philippe Rebbot,1,0,8,12/01/2022 – 19/01/2022,2,,0,49668,0,0,0,0,1,17,1307,193,250
21916,Red Rocket,Comédie dramatique,02/02/2022,10/12/2021,https://www.jpbox-office.com/cinema/images/posters/21916-20220209102749-0.jpg,"Mikey Saber revient dans sa ville natale du Texas après des années de carrière de pornstar à Los Angeles. Il n'y est pas vraiment le bienvenu... Sans argent, sans emploi, il doit retourner vivre chez son ex-femme et sa belle-mère... Pour payer son loyer, il reprend ses petites combines mais une rencontre va lui donner l'espoir d'un nouveau départ.",2h 08min,4,Non disponible,24 843,65 517,? $,1 023 086 $,833 614 $,1 856 700 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=290687.html,https://fr.web.img6.acsta.net/c_310_420/pictures/21/12/23/08/40/4392576.jpg,2022-02-02,2h 08min,Interdit - 12 ans avec avertissement,"Sean Baker,Chris Bergoch",Sean Baker,"Simon Rex,Bree Elrod,Suzanna Son",3.6,3.4,Anglais,Le Pacte / ARP Sélection,2021,,8 anecdotes,02 au 9 février 2022,,24 843,,1 prix et 1 nomination,-,"Comédie,Drame",30 critiques,"1285 notes, 102 critiques","Mikey Saber revient dans sa ville natale du Texas après des années de carrière de pornstar à Los Angeles. Il n'y est pas vraiment le bienvenu... Sans argent, sans emploi, il doit retourner vivre chez son ex-femme et sa belle-mère… Pour payer son loyer, il reprend ses petites combines mais une rencontre va lui donner l’espoir d’un nouveau départ.",290687,Winter,128.0,2,Sean Baker,Chris Bergoch,,,,3,Simon Rex,Bree Elrod,Suzanna Son,1,0,8,02/02/2022 – 09/02/2022,5,,0,24843,0,1,1,2,2,30,1285,102,347
21594,Compagnons,Comédie dramatique,23/02/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21594-20211219113303-0.jpg,"À 19 ans, passionnée de street art, Naëlle est contrainte de suivre avec d’autres jeunes un chantier de réinsertion, sa dernière chance pour éviter d’être séparée de ses proches. Touchée par la jeune fille, Hélène, la responsable du chantier, lui présente un jour la Maison des Compagnons de Nantes, un monde de traditions qui prône ...",1h 50min,Non disponible,Agnès Jaoui (Rôle principal - - Hélène) | Pio Marmaï (Rôle principal - - Paul),54 164,131 181,? ,- $,704 580 $,704 580 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=285065.html,https://fr.web.img4.acsta.net/c_310_420/pictures/21/12/01/16/15/2128272.jpg,2022-02-23,1h 50min,,"François Favrat,Johanne Bernard",François Favrat,"Najaa,Agnès Jaoui,Pio Marmaï",3.0,3.7,Français,Wild Bunch Distribution,2021,,9 anecdotes,23 février au 2 mars 2022,,54 164,,,-,"Comédie,Drame",17 critiques,"900 notes, 98 critiques","À 19 ans, passionnée de street art, Naëlle est contrainte de suivre avec d’autres jeunes un chantier de réinsertion, sa dernière chance pour éviter d’être séparée de ses proches. Touchée par la jeune fille, Hélène, la responsable du chantier, lui présente un jour la Maison des Compagnons de Nantes, un monde de traditions qui prône l’excellence artisanale et la transmission entre générations. Aux côtés de Paul, Compagnon vitrailliste qui accepte de la prendre en formation dans son atelier, Naëlle découvre un univers aux codes bien différents du sien... qui, malgré les difficultés, pourrait donner un nouveau sens à sa vie.",285065,Winter,110.0,2,François Favrat,Johanne Bernard,,,,3,Najaa,Agnès Jaoui,Pio Marmaï,1,0,9,23 février au 2 mars 2022,0,,0,54164,0,0,0,0,2,17,900,98,628
21976,Rien à foutre,Comédie dramatique,02/03/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21976-20220307045631-0.jpg,"Cassandre, 26 ans, est hôtesse de l'air dans une compagnie low-cost. Vivant au jour le jour, elle enchaîne les vols et les fêtes sans lendemain, fidèle à son pseudo Tinder ""Carpe Diem"".
Une existence sans attaches, en forme de fuite en avant, qui la comble en apparence. Alors que la pression de sa compagnie redouble, Cassandre finit par perdre pied.
Saura-t-elle affronter les douleurs enfouies et revenir vers ceux qu'elle a laissés au sol ?",1h 55min,4,Adèle Exarchopoulos (Rôle principal - - Cassandre),53 656,129 459,2 000 000 ,- $,966 168 $,966 168 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=277726.html,https://fr.web.img2.acsta.net/c_310_420/pictures/22/02/11/15/59/0440387.jpg,2022-03-02,1h 55min,,"Emmanuel Marre,Julie Lecoustre",Emmanuel Marre,"Adèle Exarchopoulos,Alexandre Perrier,Mara Taquin",3.9,2.9,"Anglais, Français",Condor Distribution,2020,"France,Belgique",8 anecdotes,02 au 9 mars 2022,,53 656,,2 prix et 3 nominations,-,"Comédie,Comédie dramatique,Drame",32 critiques,"2348 notes, 235 critiques","Cassandre, 26 ans, est hôtesse de l’air dans une compagnie low-cost. Vivant au jour le jour, elle enchaîne les vols et les fêtes sans lendemain, fidèle à son pseudo Tinder «Carpe Diem». Une existence sans attaches, en forme de fuite en avant, qui la comble en apparence. Alors que la pression de sa compagnie redouble, Cassandre finit par perdre pied. Saura-t-elle affronter les douleurs enfouies et revenir vers ceux qu'elle a laissés au sol ?",277726,Spring,115.0,2,Emmanuel Marre,Julie Lecoustre,,,,3,Adèle Exarchopoulos,Alexandre Perrier,Mara Taquin,2,2,8,02/03/2022 – 09/03/2022,9,,0,53656,0,2,3,5,3,32,2348,235,449
22831,Azuro,Comédie dramatique,30/03/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2022-22831-20230415061327.jpg,"Un été. La torpeur. Une chaleur écrasante. Un climat déréglé. Un village coincé entre la mer et la montagne. Pas de réseau. Pas de portable. Des amis qui se connaissent trop bien. Rien à faire. Ou si peu. Les vacances. Et puis arrive un bateau. Et de ce bateau, descend un homme. Un homme mystérieux…",1h 45min,Non disponible,Non disponible,11 228,20 440,? ,- $,67 773 $,67 773 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=283708.html,https://fr.web.img6.acsta.net/c_310_420/pictures/22/01/20/14/35/0150456.jpg,2022-03-30,1h 44min,,Matthieu Rozé,Matthieu Rozé,"Valérie Donzelli,Thomas Scimeca,Yannick Choirat",3.3,2.2,Français,Paname Distribution,2021,,8 anecdotes,30 mars au 6 avril 2022,,11 228,,,-,Comédie,17 critiques,"304 notes, 54 critiques","Un été. La torpeur. Une chaleur écrasante. Un climat déréglé. Un village coincé entre la mer et la montagne. Pas de réseau. Pas de portable. Des amis qui se connaissent trop bien. Rien à faire. Ou si peu. Les vacances. Et puis arrive un bateau. Et de ce bateau, descend un homme. Un homme mystérieux…",283708,Spring,104.0,1,Matthieu Rozé,,,,,3,Valérie Donzelli,Thomas Scimeca,Yannick Choirat,1,0,8,30 mars au 6 avril 2022,0,,0,11228,0,0,0,0,1,17,304,54,300
21943,En corps,Comédie dramatique,30/03/2022,02/06/2023,https://www.jpbox-office.com/cinema/images/posters/21943-20220227122439-0.jpg,"Elise, 26 ans est une grande danseuse classique. Elle se blesse pendant un spectacle et apprend qu’elle ne pourra plus danser. Dès lors sa vie va être bouleversée, Elise va devoir apprendre à se réparer… Entre Paris et la Bretagne, au gré des rencontres et des expériences, des déceptions et des espoirs, Elise va se rapprocher d’une compagnie de danse contemporaine. Cette nouvelle façon de danser va lui permettre de retrouver un nouvel élan et aussi une nouvelle façon de vivre.",2h 00min,3,"François Civil (Second rôle - - Yann) | Pio Marmaï (Second rôle - - Loïc) | Denis Podalydès (Second rôle - - Henri, le père d'Élise)",332 971,1 400 714,7 780 000 ,- $,11 196 824 $,11 196 824 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=287738.html,https://fr.web.img4.acsta.net/c_310_420/pictures/22/02/09/15/22/3063490.jpg,2022-03-30,1h 58min,,"Cédric Klapisch,Santiago Amigorena",Cédric Klapisch,"Marion Barbeau,Hofesh Shechter,Denis Podalydès",3.4,4.1,Français,StudioCanal,2022,,10 anecdotes,30 mars au 6 avril 2022,,332 971,,10 nominations,-,"Comédie,Comédie dramatique,Drame",33 critiques,"8186 notes, 685 critiques","Elise, 26 ans est une grande danseuse classique. Elle se blesse pendant un spectacle et apprend qu’elle ne pourra plus danser. Dès lors sa vie va être bouleversée, Elise va devoir apprendre à se réparer… Entre Paris et la Bretagne, au gré des rencontres et des expériences, des déceptions et des espoirs, Elise va se rapprocher d’une compagnie de danse contemporaine. Cette nouvelle façon de danser va lui permettre de retrouver un nouvel élan et aussi une nouvelle façon de vivre.",287738,Spring,118.0,2,Cédric Klapisch,Santiago Amigorena,,,,3,Marion Barbeau,Hofesh Shechter,Denis Podalydès,1,0,10,30 mars au 6 avril 2022,0,,0,332971,0,0,10,10,3,33,8186,685,481
21600,C'est magnifique !,Comédie dramatique,01/06/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/21600-20211219113045-0.jpg,"Pierre, la quarantaine, a toujours vécu loin des désordres du monde, entre ses abeilles et ses hibiscus. Lorsque ses parents disparaissent, c’est tout son univers qui bascule : il découvre qu’il a été adopté et doit apprendre à survivre dans une société moderne qu’il n’a jamais connue. Déterminé à élucider le mystère de ses origines, il croise la route d’Anna qui, touchée par la bienveillance de cet homme pas comme les autres, accepte de l’aider. Mais à mesure qu’il progresse dans son enquête, Pierre se décolore comme par enchantement.",1h 37min,1,Clovis Cornillac (Rôle principal - - Pierre Feuillebois) | Alice Pol (Rôle principal - - Anna Lorenzi),90 935,174 726,? ,- $,1 200 247 $,1 200 247 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=275805.html,https://fr.web.img5.acsta.net/c_310_420/pictures/21/08/05/12/35/2660259.jpg,2022-06-01,1h 37min,,"Clovis Cornillac,Lilou Fogli,Tristan Schulmann",Clovis Cornillac,"Clovis Cornillac,Alice Pol,Manon Lemoine",2.9,3.4,Français,Orange Studio Distribution / UGC Distribution,2020,,11 anecdotes,01 au 8 juin 2022,,90 935,,2 nominations,-,"Comédie,Fantastique",13 critiques,"1532 notes, 291 critiques","Pierre, la quarantaine, a toujours vécu loin des désordres du monde, entre ses abeilles et ses hibiscus. Lorsque ses parents disparaissent, c’est tout son univers qui bascule : il découvre qu’il a été adopté et doit apprendre à survivre dans une société moderne qu’il n’a jamais connue. Déterminé à élucider le mystère de ses origines, il croise la route d’Anna qui, touchée par la bienveillance de cet homme pas comme les autres, accepte de l’aider. Mais à mesure qu’il progresse dans son enquête, Pierre se décolore comme par enchantement.",275805,Summer,97.0,3,Clovis Cornillac,Lilou Fogli,Tristan Schulmann,,,3,Clovis Cornillac,Alice Pol,Manon Lemoine,1,0,11,01/06/2022 – 08/06/2022,22,,0,90935,0,0,2,2,2,13,1532,291,541
21432,El buen patrón,Comédie dramatique,22/06/2022,26/08/2022,https://www.jpbox-office.com/cinema/images/posters/21432-20220618112934-0.jpg,Blanco est le gérant d'une entreprise qui fabrique des balances industrielles dans une ville de province en Espagne. Ses employés et lui attendent la visite imminente d'un comité qui décidera si la société recevra un prix local d'excellence. Tout se doit d'être parfait pour ce rendez-vous mais le sort semble s'acharner sur Blanco. Ce dernier doit résoudre plusieurs problèmes qui surviennent au mauvais moment...,2h 00min,4,Javier Bardem (Rôle principal - - Blanco),57 333,169 562,? $,290 079 $,6 856 607 $,7 146 686 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=286387.html,https://fr.web.img6.acsta.net/c_310_420/pictures/24/02/09/11/46/4649988.jpg,2022-06-22,2h 00min,,Fernando León de Aranoa,Fernando León de Aranoa,"Javier Bardem,Manolo Solo,Almudena Amor",3.6,3.9,Espagnol,Paname Distribution,2021,,4 anecdotes,22 au 29 juin 2022,,57 333,,,-,Comédie,22 critiques,"1709 notes, 146 critiques",Un ex-employé viré qui proteste bruyamment et campe devant l’usine…,286387,Summer,120.0,1,Fernando León de Aranoa,,,,,3,Javier Bardem,Manolo Solo,Almudena Amor,1,0,4,22/06/2022 – 29/06/2022,25,,0,57333,0,0,0,0,1,22,1709,146,67
21721,Dog,Comédie dramatique,22/07/2022,18/02/2022,https://www.jpbox-office.com/cinema/images/posters/21721-20220212105502-0.jpg,"Un vétéran de l'armée, Briggs et Lulu, son berger Belge Malinois et acolyte, se rendent aux funérailles d'un de leurs camarades. Leur voyage ne sera pas de tout repos...",1h 30min,3,Channing Tatum (Rôle principal - - Briggs),,,15 000 000 $,61 778 069 $,22 140 897 $,83 918 966 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=281613.html,https://fr.web.img6.acsta.net/c_310_420/pictures/21/11/18/14/26/5464198.jpg,2022-07-21,1h 42min,,"Reid Carolin,Channing Tatum,Brett Rodriguez",Reid Carolin,"Channing Tatum,Luke Forbes,Ethan Suplee",3.2,3.2,Anglais,,2022,,2 anecdotes,,18 au 21 février 2022,,15 135 000,,-,Comédie dramatique,"601 notes, 51 critiques","601 notes, 51 critiques","Deux anciens Rangers de l'armée sont jumelés contre leur gré lors du road trip de leur vie. Briggs et Lulu, un malinois belge, parcourent la côte du Pacifique pour se rendre à l'heure aux funérailles d'un autre soldat.",281613,Summer,102.0,3,Reid Carolin,Channing Tatum,Brett Rodriguez,,,3,Channing Tatum,Luke Forbes,Ethan Suplee,1,0,2,,0,18/02/2022 – 21/02/2022,7,0,15135000,0,0,0,1,601,601,51,218
22282,Tout le monde aime Jeanne,Comédie dramatique,07/09/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22282-20220828010413-0.jpg,"Tout le monde a toujours aimé Jeanne. Aujourd’hui, elle se déteste. Surendettée, elle doit se rendre à Lisbonne et mettre en vente l’appartement de sa mère disparue un an auparavant. À l’aéroport elle tombe sur Jean, un ancien camarade de lycée fantasque et quelque peu envahissant.",1h 35min,Non disponible,Laurent Lafitte (Rôle principal - - Jean),63 691,164 479,Non disponible,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=290442.html,https://fr.web.img3.acsta.net/c_310_420/pictures/22/07/27/12/19/4298917.jpg,2022-09-07,1h 35min,,Céline Devaux,Céline Devaux,"Blanche Gardin,Laurent Lafitte,Maxence Tual",3.6,3.0,Français,Diaphana Distribution,2022,"France,Portugal,Belgique",7 anecdotes,07 au 14 septembre 2022,,63 691,,3 nominations,-,"Comédie,Drame,Romance",27 critiques,"1961 notes, 203 critiques","Tout le monde a toujours aimé Jeanne. Aujourd’hui, elle se déteste. Surendettée, elle doit se rendre à Lisbonne et mettre en vente l’appartement de sa mère disparue un an auparavant. À l’aéroport elle tombe sur Jean, un ancien camarade de lycée fantasque et quelque peu envahissant.",290442,Autumn,95.0,1,Céline Devaux,,,,,3,Blanche Gardin,Laurent Lafitte,Maxence Tual,1,3,7,07/09/2022 – 14/09/2022,36,,0,63691,0,0,3,3,3,27,1961,203,282
22285,Chronique d'une liaison passagère,Comédie dramatique,14/09/2022,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22285-20220828034751-0.jpg,"Une mère célibataire et un homme marié deviennent amants. Engagés à ne se voir que pour le plaisir et à n’éprouver aucun sentiment amoureux, ils sont de plus en plus surpris par leur complicité…",1h 40min,4,Sandrine Kiberlain (Rôle principal - - Charlotte) | Vincent Macaigne (Rôle principal - - Simon),119 790,326 484,Non disponible,,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=290159.html,https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/10/16/29/4310583.jpg,2022-09-14,1h 41min,,"Emmanuel Mouret,Pierre Giraud",Emmanuel Mouret,"Sandrine Kiberlain,Vincent Macaigne,Georgia Scalliet",4.0,3.6,Français,Pyramide Distribution,2022,,8 anecdotes,14 au 21 septembre 2022,,119 790,,3 nominations,-,"Comédie,Comédie dramatique,Drame,Romance",35 critiques,"3018 notes, 294 critiques","Une mère célibataire et un homme marié deviennent amants. Engagés à ne se voir que pour le plaisir et à n’éprouver aucun sentiment amoureux, ils sont de plus en plus surpris par leur complicité…",290159,Autumn,101.0,2,Emmanuel Mouret,Pierre Giraud,,,,3,Sandrine Kiberlain,Vincent Macaigne,Georgia Scalliet,1,0,8,14/09/2022 – 21/09/2022,37,,0,119790,0,0,3,3,4,35,3018,294,194
22227,Les Enfants des autres,Comédie dramatique,21/09/2022,21/04/2023,https://www.jpbox-office.com/cinema/images/posters/22227-20220828035058-0.jpg,"Rachel a 40 ans, pas d'enfant. Elle aime sa vie : ses élèves du lycée, ses amis, ses ex, ses cours de guitare. En tombant amoureuse d’Ali, elle s’attache à Leila, sa fille de 4 ans. Elle la borde, la soigne, et l’aime comme la sienne. Mais aimer les enfants des autres, c’est un risque à prendre…",1h 44min,4,Virginie Efira (Rôle principal - - Rachel) | Roschdy Zem (Rôle principal - - Ali),142 402,401 122,? ,87 032 $,2 712 918 $,2 799 950 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=289898.html,https://fr.web.img5.acsta.net/c_310_420/pictures/22/08/04/17/31/4594115.jpg,2022-09-21,1h 43min,,Rebecca Zlotowski,Rebecca Zlotowski,"Virginie Efira,Roschdy Zem,Chiara Mastroianni",4.1,3.7,Français,Ad Vitam,2022,,11 anecdotes,21 au 28 septembre 2022,,142 402,,1 prix et 4 nominations,-,Drame,36 critiques,"3150 notes, 298 critiques","Rachel a 40 ans, pas d'enfant. Elle aime sa vie : ses élèves du lycée, ses amis, ses ex, ses cours de guitare. En tombant amoureuse d’Ali, elle s’attache à Leila, sa fille de 4 ans. Elle la borde, la soigne, et l’aime comme la sienne. Mais aimer les enfants des autres, c’est un risque à prendre…",289898,Autumn,103.0,1,Rebecca Zlotowski,,,,,3,Virginie Efira,Roschdy Zem,Chiara Mastroianni,1,0,11,21/09/2022 – 28/09/2022,38,,0,142402,0,1,4,5,1,36,3150,298,296
22179,Une belle course,Comédie dramatique,21/09/2022,12/01/2024,https://www.jpbox-office.com/cinema/images/posters/22179-20220626051304-0.jpg,"Madeleine, 92 ans, appelle un taxi pour rejoindre la maison de retraite où elle doit vivre désormais. Elle demande à Charles, un chauffeur un peu désabusé, de passer par les lieux qui ont compté dans sa vie, pour les revoir une dernière fois. Peu à peu, au détour des rues de Paris, surgit un passé hors du commun qui bouleverse Charles. Il y a des voyages en taxi qui peuvent changer une vie…",1h 41min,3,Dany Boon (Rôle principal - - Charles),180 034,459 792,7 940 000 ,325 662 $,5 134 427 $,5 460 089 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=292290.html,https://fr.web.img5.acsta.net/c_310_420/pictures/22/09/15/17/36/3876645.jpg,2022-09-21,1h 31min,,"Christian Carion,Cyril Gely",Christian Carion,"Line Renaud,Dany Boon,Alice Isaaz",3.1,3.9,Français,Pathé Films,2022,,8 anecdotes,21 au 28 septembre 2022,,180 034,,,-,"Comédie,Comédie dramatique,Drame",16 critiques,"2109 notes, 305 critiques","Madeleine, 92 ans, appelle un taxi pour rejoindre la maison de retraite où elle doit vivre désormais. Elle demande à Charles, un chauffeur un peu désabusé, de passer par les lieux qui ont compté dans sa vie, pour les revoir une dernière fois. Peu à peu, au détour des rues de Paris, surgit un passé hors du commun qui bouleverse Charles. Il y a des voyages en taxi qui peuvent changer une vie…",292290,Autumn,91.0,2,Christian Carion,Cyril Gely,,,,3,Line Renaud,Dany Boon,Alice Isaaz,1,0,8,21/09/2022 – 28/09/2022,38,,0,180034,0,0,0,0,3,16,2109,305,393
22115,Sans filtre,Comédie dramatique,28/09/2022,07/10/2022,https://www.jpbox-office.com/cinema/images/posters/22115-20220911043722-0.jpg,"Après la Fashion Week, Carl et Yaya, couple de mannequins et influenceurs, sont invités sur un yacht pour une croisière de luxe. Tandis que l’équipage est aux petits soins avec les vacanciers, le capitaine refuse de sortir de sa cabine alors que le fameux dîner de gala approche. Les événements prennent une tournure inattendue et les rapports de force s'inversent lorsqu'une tempête se lève et met en danger le confort des passagers.",2h 30min,3,Woody Harrelson (Second rôle - - Le Capitaine),179 786,569 712,12 500 000 ,4 608 096 $,3 032 949 $,7 641 045 $,https://www.allocine.fr/film/fichefilm_gen_cfilm=256851.html,https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/29/17/22/0398756.jpg,2022-09-28,2h 29min,,Ruben Östlund,Ruben Östlund,"Harris Dickinson,Charlbi Dean Kriek,Woody Harrelson",3.2,3.7,Anglais,Bac Films,2022,"Suède,Allemagne,France,Danemark",10 anecdotes,28 septembre au 5 octobre 2022,,179 786,,1 prix et 11 nominations,-,"Comédie,Drame",40 critiques,"7620 notes, 610 critiques","Après la Fashion Week, Carl et Yaya, couple de mannequins et influenceurs, sont invités sur un yacht pour une croisière de luxe. Tandis que l’équipage est aux petits soins avec les vacanciers, le capitaine refuse de sortir de sa cabine alors que le fameux dîner de gala approche. Les événements prennent une tournure inattendue et les rapports de force s'inversent lorsqu'une tempête se lève et met en danger le confort des passagers.",256851,Autumn,149.0,1,Ruben Östlund,,,,,3,Harris Dickinson,Charlbi Dean Kriek,Woody Harrelson,1,4,10,28 septembre au 5 octobre 2022,0,,0,179786,0,1,11,12,2,40,7620,610,434
