film_id,titre,genre_principale,date_sortie_france,date_sortie_usa,image_url,synopsis,duree,note_moyenne,acteurs,entrees_demarrage_france,entrees_totales_france,budget,recette_usa,recette_reste_du_monde,recette_monde
23058,Les Ombres persanes,Drame,19/07/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23058-20230805072402.jpg,"À Téhéran, un homme et une femme découvrent par hasard qu’un autre couple leur ressemble trait pour trait. Passé le trouble et l’incompréhension va naître une histoire d’amour... et de manipulation.",1h 47min,3,Non disponible,16 175,44 575,? $,- $,298 193 $,298 193 $
22603,Un hiver en été,Drame,26/07/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/22603-20230101065858-0.jpg,"Dix personnages surpris par un froid glacial en plein été. Des rencontres, de la solitude, de l’espoir, de la peur, de l’amour, une chanson, la lutte des classes, et des rêves. Dix fragments d’humanité qui forment un tableau impressionniste de la France, aujourd’hui. Un hommage aux Nymphéas.",,Non disponible,Elodie Bouchez (Rôle principal - - Georgia) | Clémence Poésy (Second rôle - - Billie),1 634,2 469,Non disponible,,,
22435,Le Colibri,Drame,02/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2022-22435-20230729050816.jpg,"Début des années 70. C'est au bord de la mer que Marco Carrera rencontre pour la première fois Luisa Lattes, une belle fille un peu particulière. C'est un amour qui ne sera jamais consommé mais qui ne s'éteindra jamais. La vie conjugale de Marco se déroulera à Rome, avec Marina et leur fille Adèle. En proie à un destin sinistre e qui le soumet à de terribles épreuves, Marco se retrouve à Florence. Prêt à le protéger des pires coups du destin, Daniele Carradori, psychanalyste de Marina, apprend à Marco à faire face aux changements les plus inattendus de la vie.",2h 06min,4,Bérénice Bejo (Rôle principal),31 238,60 776,? ,- $,378 892 $,378 892 $
21500,Les Promesses (2023),Drame,09/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2021-21500-20230805063526.jpg,"La vie, en général, n’en finit pas de faire des promesses qu’elle prend plaisir, ensuite, à ne pas tenir. L’histoire d’amour inachevée entre Alexander et Laura …",1h 53min,Non disponible,Jean Reno (Rôle principal - - Grandpa),-,3 866,? $,- $,2 512 796 $,2 512 796 $
23074,La Voie royale,Drame,09/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23074-20230819102633.jpg,"Sophie est une lycéenne brillante. Encouragée par son professeur de mathématiques, elle quitte la ferme familiale pour suivre une classe préparatoire scientifique. Au fil de rencontres, de succès et d’échecs, face à une compétition acharnée, Sophie réalise que son rêve, intégrer Polytechnique, représente plus qu’un concours... un vrai défi d’ascension sociale.",1h 49min,Non disponible,Non disponible,35 015,157 671,? ,- $,1 073 851 $,1 073 851 $
23050,La Bête Dans La Jungle,Drame,16/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23050-20230811071409.jpg,"La Bête dans la jungle, librement adapté de la nouvelle de Henry James, est l’histoire d’un huis clos vertigineux : pendant 25 ans, dans une immense boîte de nuit, un homme et une femme guettent ensemble un événement mystérieux. De 1979 à 2004, l’histoire du disco à la techno, l’histoire d’un amour, l’histoire d’une obsession. La « chose » finalement se manifestera, mais sous une forme autrement plus tragique que prévu.",1h 43min,Non disponible,Béatrice Dalle (Rôle principal - - La physionomiste),9 056,15 578,Non disponible,,,
23131,Fermer les yeux,Drame,16/08/2023,23/08/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23131-20230901065409.jpg,"Julio Arenas, un acteur célèbre, disparaît pendant le tournage d'un film. Son corps n’est jamais retrouvé, et la police conclut à un accident. Vingt-deux ans plus tard, une émission de télévision consacre une soirée à cette affaire mystérieuse, et sollicite le témoignage du meilleur ami de Julio et réalisateur du film, Miguel Garay. En se rendant à Madrid, Miguel va replonger dans son passé…",2h 49min,Non disponible,Non disponible,14 004,40 589,? $,69 538 $,699 787 $,769 325 $
23104,Reality,Drame,16/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23104-20230821071438.jpg,"Le 3 juin 2017, Reality Winner, vingt-cinq ans, est interrogée par deux agents du FBI à son domicile. Cette conversation d’apparence banale parfois surréaliste, dont chaque dialogue est tiré de l’authentique transcription de l’interrogatoire, brosse le portrait complexe d’une milléniale américaine, vétérane de l’US Air Force, professeure de yoga, qui aime les animaux, les voyages et partager des photos sur les réseaux sociaux. Pourquoi le FBI s’intéresse-t-il à elle ? Qui est vraiment Reality ?",1h 22min,4,Non disponible,46 878,124 946,? $,- $,896 075 $,896 075 $
23164,La Beauté du geste,Drame,30/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23164-20230917013845.jpg,"Keiko vit dans les faubourgs de Tokyo où elle s’entraîne avec acharnement à la boxe. Sourde, c’est avec son corps qu’elle s’exprime. Mais au moment où sa carrière prend son envol, elle décide de tout arrêter…",1h 39min,Non disponible,Non disponible,18 599,40 071,? $,- $,78 915 $,78 915 $
23156,àma Gloria,Drame,30/08/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23156-20230910122002.jpg,"Cléo a tout juste six ans. Elle aime follement Gloria, sa nounou qui l’élève depuis sa naissance. Mais Gloria doit retourner d'urgence au Cap-Vert, auprès de ses enfants. Avant son départ, Cléo lui demande de tenir une promesse: la revoir au plus vite. Gloria l’invite à venir dans sa famille et sur son île, passer un dernier été ensemble.",1h 24min,3,Non disponible,27 968,72 678,? ,- $,399 199 $,399 199 $
23070,Anti-Squat,Drame,06/09/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23070-20230815065808.jpg,"Inès est menacée de se faire expulser de chez elle avec Adam, son fils de 14 ans. A la recherche d’un emploi, elle est prise à l’essai chez Anti-Squat, une société qui loge des personnes dans des bureaux inoccupés pour les protéger contre les squatteurs. Son rôle : recruter les résidents et faire respecter un règlement très strict. Inès est prête à tout pour se faire embaucher et s’en sortir avec Adam. Mais jusqu’où ira-t-elle ?",1h 35min,Non disponible,Louise Bourgoin (Rôle principal - - Inès),14 210,22 900,Non disponible,,,
22940,Le Ciel rouge,Drame,06/09/2023,14/07/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22940-20230815065817.jpg,"Une petite maison de vacances au bord de la mer Baltique. Les journées sont chaudes et il n'a pas plu depuis des semaines. Quatre jeunes gens se réunissent, des amis anciens et nouveaux. Les forêts desséchées qui les entourent commencent à s'enflammer, tout comme leurs émotions. Le bonheur, la luxure et l'amour, mais aussi les jalousies, les rancœurs et les tensions. Pendant ce temps, les forêts brûlent. Et très vite, les flammes sont là.",1h 42min,Non disponible,Non disponible,27 500,59 660,? $,244 803 $,1 489 002 $,1 733 805 $
23134,Comme une louve,Drame,20/09/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23134-20230902120206.jpg,"Lili, 26 ans, précaire, élève seule ses trois enfants. Accusée à tort de mauvais traitements, les services sociaux les lui arrachent. Elle s'effondre mais très vite, entourée de femmes solides et d’un amour naissant, Lili se lance dans une bataille décisive pour reconstruire sa famille.",1h 38min,Non disponible,Sandrine Bonnaire (Rôle principal - - Élodie Piat),4 073,6 399,Non disponible,,,
23214,L'Arbre aux papillons d'or,Drame,20/09/2023,19/01/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23214-20231007053604.jpg,"Après la mort de sa belle-sœur dans un accident de moto à Saigon, Thien se voit confier la tâche de ramener son corps dans leur village natal. Il y emmène également son neveu de 5 ans, Dao, qui a miraculeusement survécu à l’accident. Au milieu des paysages mystiques de la campagne vietnamienne, Thien part à la recherche de son frère aîné, disparu il y a des années, un voyage qui remet profondément en question sa foi.",2h 58min,Non disponible,Non disponible,20 088,52 161,? $,75 056 $,271 725 $,346 781 $
22845,Acide,Drame,20/09/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-22845-20230819061200.jpg,"Selma, 15 ans, grandit entre ses deux parents séparés, Michal et Élise. Des nuages de pluies acides et dévastatrices s’abattent sur la France. Dans un monde qui va bientôt sombrer, cette famille fracturée va devoir s’unir pour affronter cette catastrophe climatique et tenter d’y échapper.",1h 30min,2,Guillaume Canet (Rôle principal - - Michal),128 852,238 964,Non disponible,,,
22943,Les Feuilles mortes,Drame,20/09/2023,17/11/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22943-20230902120158.jpg,"Deux personnes solitaires se rencontrent par hasard une nuit à Helsinki et chacun tente de trouver en l’autre son premier, unique et dernier amour. Leur chemin vers ce but louable est obscurci par l’alcoolisme de l’homme, la perte d’un numéro de téléphone, l’ignorance de leur nom et de leurs adresses réciproques. La vie a tendance à mettre des obstacles sur la route de ceux qui cherchent le bonheur.",1h 21min,3,Non disponible,111 219,298 547,? $,954 307 $,1 964 000 $,2 918 307 $
23052,La Petite,Drame,20/09/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23052-20230819061154.jpg,"Joseph apprend que son fils et le compagnon de celui-ci viennent de périr dans un accident. Ils attendaient un enfant via une mère porteuse en Belgique. Que va devenir leur futur bébé ? Joseph en est-il le grand-père légitime ? Porté par la promesse de cette naissance qui va prolonger l’existence de son fils, le sexagénaire part à la rencontre de la jeune flamande au caractère farouche et indomptable…",1h 33min,3,Fabrice Luchini (Rôle principal - - Joseph),206 646,449 871,Non disponible,,,
23091,Club Zero,Drame,27/09/2023,15/03/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23091-20230924072312.jpg,"Miss Novak rejoint un lycée privé où elle initie un cours de nutrition avec un concept innovant, bousculant les habitudes alimentaires. Sans qu’elle éveille les soupçons des professeurs et des parents, certains élèves tombent sous son emprise et intègrent le cercle très fermé du mystérieux Club Zéro.",1h 50min,4,Elsa Zylberstein (Rôle principal - - Mère de Elsa),9 222,15 370,? ,11 436 $,77 531 $,88 967 $
22740,DogMan (2023),Drame,27/09/2023,29/03/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-22740-20230819061706.jpg,"L’incroyable histoire d’un enfant, meurtri par la vie, qui trouvera son salut grâce à l’amour que lui portent ses chiens.",1h 53min,3,Non disponible,139 989,289 480,? ,- $,2 402 824 $,2 402 824 $
23224,Flora and Son,Drame,29/09/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23224-20231008064024.jpg,"Mère célibataire, Flora ne sait plus comment s'y prendre avec Max, son fils adolescent. Sur les conseils de la police, Flora cherche un hobby pour Max et tente de l’occuper avec une guitare acoustique. Avec l’aide d’un musicien, au creux de la vague, installé à Los Angeles, Flora et Max découvrent le pouvoir de la musique. Né de l’esprit musical de John Carney, ""Flora and Son"" explore le lien qui unit une mère et son film, en route vers une nouvelle harmonie.",1h 34min,Non disponible,Joseph Gordon-Levitt (Rôle principal - - Jeff),,,? $,- $,110 257 $,110 257 $
23243,L'Air de la mer rend libre,Drame,04/10/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23243-20231021120058.jpg,"Rennes, de nos jours. Saïd habite encore chez ses parents. Il vit une liaison secrète avec Vincent. Incapable d’affronter sa famille, il accepte un mariage arrangé avec Hadjira. Après une histoire d’amour malheureuse et quelques démêlés avec la justice, elle aussi s’est résignée à obéir à sa mère. Piégés par leurs familles, Saïd et Hadjira s’unissent malgré eux, pour retrouver, chacun de son côté, leur liberté.",1h 30min,4,Non disponible,15 054,43 562,Non disponible,,,
21604,Entre les lignes,Drame,04/10/2023,25/03/2022,https://www.jpbox-office.com/cinema/images/posters/A-2021-21604-20230924072620.jpg,"1924, Beechwood en Angleterre. Jane Fairchild est la bonne d'une famille d'aristocrates, les Niven. A l'occasion de la fête des mères, ses patrons lui accordent une journée de repos. Seulement, orpheline, Jane profite de l'occasion pour retrouver son amant, Paul. Ce dernier est le fils des voisins des Niven et il est fiancé à Emma Hobnay. Les Niven qui ont perdu leur fils lors de la Première Guerre mondiale se réjouissent du futur mariage de Paul comme si celui-ci était leur propre enfant...",1h 45min,2,Colin Firth (Rôle principal - - M. Niven),21 941,44 537,? $,275 352 $,785 854 $,1 061 206 $
23236,Le Ravissement,Drame,11/10/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23236-20231019065752.jpg,"Comment la vie de Lydia, sage-femme très investie dans son travail, a-t-elle déraillé ? Est-ce sa rupture amoureuse, la grossesse de sa meilleure amie Salomé, ou la rencontre de Milos, un possible nouvel amour ? Lydia s’enferme dans une spirale de mensonges et leur vie à tous bascule....",1h 37min,4,Non disponible,29 163,76 590,Non disponible,,,
23081,Le Consentement,Drame,11/10/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23081-20230902121455.jpg,"Paris, 1985. Vanessa a treize ans lorsqu'elle rencontre Gabriel Matzneff, écrivain quinquagénaire de renom. La jeune adolescente devient l'amante et la muse de cet homme célébré par le monde culturel et politique. Se perdant dans la relation, elle subit de plus en plus violemment l’emprise destructrice que ce prédateur exerce sur elle.",1h 58min,3,Jean-Paul Rouve (Rôle principal - - Gabriel Matzneff) | Elodie Bouchez (Second rôle - - Vanessa Springora (2013)),59 266,616 851,Non disponible,,,
23085,The Old Oak,Drame,25/10/2023,05/04/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23085-20230902122048.jpg,"TJ Ballantyne est le propriétaire du ""Old Oak"", un pub situé dans une petite bourgade du nord de l’Angleterre. Il y sert quotidiennement les mêmes habitués désœuvrés pour qui l’endroit est devenu le dernier lieu où se retrouver. L’arrivée de réfugiés syriens va créer des tensions dans le village. TJ va cependant se lier d’amitié avec Yara, une jeune migrante passionnée par la photographie. Ensemble, ils vont tenter de redonner vie à la communauté locale en développant une cantine pour les plus démunis, quelles que soient leurs origines.",1h 53min,3,Non disponible,96 295,336 470,? ,229 763 $,7 324 726 $,7 554 489 $
22750,À l'intérieur (2023),Drame,01/11/2023,17/03/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-22750-20231028041819.jpg,"Un voleur d'art haut de gamme, Nemo, se retrouve piégé dans un luxueux penthouse high-tech de Times Square à New York après que son casse ne se soit pas déroulé comme prévu.",1h 45min,Non disponible,Willem Dafoe (Rôle principal - - Nemo),2 654,3 888,? $,918 415 $,- $,918 415 $
23172,Le Théorème de Marguerite,Drame,01/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23172-20230930060819.jpg,"L'avenir de Marguerite, brillante élève en Mathématiques à l'ENS, semble tout tracé. Seule fille de sa promo, elle termine une thèse qu’elle doit exposer devant un parterre de chercheurs. Le jour J, une erreur bouscule toutes ses certitudes et l’édifice s’effondre. Marguerite décide de tout quitter pour tout recommencer.",1h 52min,4,Jean-Pierre Darroussin (Rôle principal - - Laurent Werner),53 400,181 502,Non disponible,,,
22969,L'Enlèvement (2023),Drame,01/11/2023,24/05/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-22969-20230902122540.jpg,"En 1858, dans le quartier juif de Bologne, les soldats du Pape font irruption chez la famille Mortara. Sur ordre du cardinal, ils sont venus prendre Edgardo, leur fils de sept ans. L’enfant aurait été baptisé en secret par sa nourrice étant bébé et la loi pontificale est indiscutable : il doit recevoir une éducation catholique. Les parents d’Edgardo, bouleversés, vont tout faire pour récupérer leur fils. Soutenus par l’opinion publique de l’Italie libérale et la communauté juive internationale, le combat des Mortara prend vite une dimension politique. Mais l’Église et le Pape refusent de rendre l'enfant, pour asseoir un pouvoir de plus en plus vacillant...",2h 15min,4,Non disponible,85 243,251 873,? ,36 459 $,4 086 632 $,4 123 091 $
23413,Goodbye Julia,Drame,08/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23413-20231217113302.jpg,Une étrange amitié lie une riche soudanaise musulmane du Nord à une soudanaise chrétienne du Sud démunie après la mort de son mari. Que cache la sollicitude de l’une envers l’autre ?,2h 00min,Non disponible,Non disponible,11 314,28 219,Non disponible,,,
22944,La Passion de Dodin Bouffant,Drame,08/11/2023,09/02/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-22944-20230930055512.jpg,"Eugénie, cuisinière hors pair, est depuis 20 ans au service du célèbre gastronome Dodin. A force de passer du temps ensemble en cuisine, une passion amoureuse s’est construite entre eux où l’amour est étroitement lié à la pratique de la gastronomie. De cette union naissent des plats tous plus savoureux et délicats les uns que les autres qui vont jusqu’à émerveiller les plus grands de ce monde. Pourtant, Eugénie, avide de liberté, n’a jamais voulu se marier avec Dodin. Ce dernier décide alors de faire quelque chose qu’il n’a encore jamais fait : cuisiner pour elle.",2h 14min,3,Juliette Binoche (Rôle principal - - Eugénie) | Benoît Magimel (Rôle principal - - Dodin Bouffant),94 401,229 978,6 000 000 ,2 654 510 $,1 132 863 $,3 787 373 $
23218,Little Girl Blue,Drame,15/11/2023,01/11/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23218-20231111013721.jpg,"À la mort de sa mère, Mona Achache découvre des milliers de photos, de lettres et d’enregistrements, mais ces secrets enfouis résistent à l’énigme de sa disparition. Alors par la puissance du cinéma et la grâce de l’incarnation, elle décide de la ressusciter pour rejouer sa vie et la comprendre.",1h 35min,4,Marion Cotillard (Rôle principal),26 508,63 185,? ,45 091 $,398 394 $,443 485 $
23175,Le Petit Blond de la Casbah,Drame,15/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23175-20231001064031.jpg,"Un réalisateur de cinéma revient avec son fils à Alger pour présenter son nouveau film qui raconte l’histoire de son enfance et de sa famille dans l’Algérie des années 60. Le cinéaste se promène dans sa ville natale et, à travers les souvenirs d’un petit garçon pas tout à fait comme les autres, il nous fait revivre les moments de bonheur, de rires et de larmes de son enfance algéroise. C’est tout un univers touchant et une galerie de portraits hauts en couleurs que le film ressuscite.",2h 06min,Non disponible,Pascal Elbé (Second rôle - - Jacob) | Franck Dubosc (Apparition - - L'employé Ega),35 283,66 428,Non disponible,,,
23316,How to Have Sex,Drame,15/11/2023,02/02/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23316-20231117014411.jpg,"Afin de célébrer la fin du lycée, Tara, Skye et Em s'offrent leurs premières vacances entre copines dans une station méditerranéenne ultra fréquentée. Le trio compte bien enchaîner les fêtes, cuites et nuits blanches, en compagnie de colocs anglais rencontrés à leur arrivée. Pour la jeune Tara, ce voyage de tous les excès a la saveur électrisante des premières fois… jusqu'au vertige. Face au tourbillon de l'euphorie collective, est-elle vraiment libre d'accepter ou de refuser chaque expérience qui se présentera à elle ?",1h 28min,3,Non disponible,34 062,70 919,? $,167 725 $,938 794 $,1 106 519 $
23219,Rien à Perdre (2023),Drame,22/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23219-20231117102221.jpg,"Sylvie vit à Brest avec ses deux enfants, Sofiane et Jean-Jacques. Une nuit, Sofiane se blesse alors qu’il est seul dans l’appartement. Les services sociaux sont alertés et placent l’enfant en foyer, le temps de mener une enquête. Persuadée d’être victime d’une erreur judiciaire, Sylvie se lance dans un combat pour récupérer son fils...",1h 52min,2,Virginie Efira (Rôle principal - - Sylvie),84 320,188 690,Non disponible,,,
23136,Le Temps d'aimer,Drame,29/11/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23136-20231001064038.jpg,"1947. Sur une plage, Madeleine, serveuse dans un hôtel-restaurant, mère d’un petit garçon, fait la connaissance de François, étudiant riche et cultivé. Entre eux, c’est comme une évidence. La providence. Si l’on sait ce qu’elle veut laisser derrière elle en suivant ce jeune homme, on découvre avec le temps ce que François tente de fuir en mêlant le destin de Madeleine au sien...",2h 05min,3,Vincent Lacoste (Rôle principal - - François),118 783,253 669,Non disponible,,,
23375,Bâtiment 5,Drame,06/12/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23375-20231130105341.jpg,"Haby, jeune femme très impliquée dans la vie de sa commune, découvre le nouveau plan de réaménagement du quartier dans lequel elle a grandi. Mené en catimini par Pierre Forges, un jeune pédiatre propulsé maire, il prévoit la démolition de l'immeuble où Haby a grandi. Avec les siens, elle se lance dans un bras de fer contre la municipalité et ses grandes ambitions pour empêcher la destruction du bâtiment 5.",1h 40min,3,Non disponible,88 788,165 013,Non disponible,,,
23009,Past Lives – Nos vies d’avant,Drame,13/12/2023,02/06/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23009-20230627103747.jpg,"A 12 ans, Nora et Hae Sung sont amis d’enfance, amoureux platoniques. Les circonstances les séparent. A 20 ans, le hasard les reconnecte, pour un temps. A 30 ans, ils se retrouvent, adultes, confrontés à ce qu’ils auraient pu être, et à ce qu’ils pourraient devenir.",1h 46min,5,Non disponible,40 381,160 318,? $,11 185 625 $,800 950 $,11 986 575 $
23484,Les Colons,Drame,20/12/2023,12/01/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23484-20231227070339.jpg,"Terre de Feu, République du Chili, 1901. Un territoire immense, fertile, que l’aristocratie blanche cherche à « civiliser ». Trois cavaliers sont engagés par un riche propriétaire terrien, José Menendez, pour déposséder les populations autochtones de leurs terres et ouvrir une route vers l’Atlantique. Sous les ordres du lieutenant MacLennan, un soldat britannique, et d’un mercenaire américain, le jeune métis chilien, Segundo, découvre le prix de la construction d’une jeune nation, celui du sang et du mensonge.",1h 37min,4,Non disponible,25 953,80 589,? ,46 035 $,- $,46 035 $
23334,Une affaire d'honneur,Drame,27/12/2023,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23334-20231125050324.jpg,"Paris 1887. À cette époque, seul le duel fait foi pour défendre son honneur. Clément Lacaze, charismatique maître d’armes se retrouve happé dans une spirale de violence destructrice. Il rencontre Marie-Rose Astié, féministe en avance sur son époque, et décide de lui enseigner l’art complexe du duel. Ils vont faire face aux provocations et s'allier pour défendre leur honneur respectif.",1h 40min,3,Roschdy Zem (Rôle principal - - Clément Lacaze) | Vincent Perez (Second rôle - - Louis Berchère),104 853,192 806,Non disponible,,,
23168,L'Innocence,Drame,27/12/2023,22/11/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23168-20231117102530.jpg,"Le comportement du jeune Minato est de plus en plus préoccupant. Sa mère, qui l’élève seule depuis la mort de son époux, décide de confronter l’équipe éducative de l’école de son fils. Tout semble désigner le professeur de Minato comme responsable des problèmes rencontrés par le jeune garçon. Mais au fur et à mesure que l’histoire se déroule à travers les yeux de la mère, du professeur et de l’enfant, la vérité se révèle bien plus complexe et nuancée que ce que chacun avait anticipé au départ…",2h 06min,2,Non disponible,73 086,240 628,? $,434 585 $,1 374 430 $,1 809 015 $
23171,"Moi, capitaine",Drame,03/01/2024,23/02/2024,https://www.jpbox-office.com/cinema/images/posters/A-2023-23171-20230923044558.jpg,"Seydou et Moussa, deux jeunes sénégalais de 16 ans, décident de quitter leur terre natale pour rejoindre l’Europe. Mais sur leur chemin les rêves et les espoirs d’une vie meilleure sont très vite anéantis par les dangers de ce périple. Leur seule arme dans cette odyssée restera leur humanité.",2h 01min,3,Non disponible,65 137,228 580,? $,150 048 $,6 651 479 $,6 801 527 $
23393,Le Cercle des neiges,Drame,04/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2023-23393-20231215050945.jpg,"En 1972, le vol 571 de l'armée de l'air uruguayenne, qui transportait une équipe de rugby au Chili, s'est écrasé dans les Andes. Parmi les 45 passagers, seuls 29 ont survécu à l'accident. Coincés dans l'un des environnements les plus hostiles et inaccessibles de la planète, ils doivent prendre des mesures extrêmes pour assurer leur survie.",2h 24min,Non disponible,Non disponible,,,Non disponible,,,
23536,Si seulement je pouvais hiberner,Drame,10/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2024-23536-20240117073041.jpg,"Ulzii, un adolescent d’un quartier défavorisé d’Oulan-Bator, est déterminé à gagner un concours de sciences pour obtenir une bourse d’étude. Sa mère, illettrée, trouve un emploi à la campagne les abandonnant lui, son frère et sa sœur, en dépit de la dureté de l’hiver. Déchiré entre la nécessité de s’occuper de sa fratrie et sa volonté d’étudier pour le concours, Ulzii n’a pas le choix : il doit accepter de se mettre en danger pour subvenir aux besoins de sa famille.",1h 38min,4,Non disponible,26 073,76 612,Non disponible,,,
23185,Un silence,Drame,10/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2024-23185-20230930055544.jpg,"Silencieuse depuis 25 ans, Astrid la femme d’un célèbre avocat voit son équilibre familial s’effondrer lorsque ses enfants se mettent en quête de justice.",1h 39min,2,Daniel Auteuil (Rôle principal - - François Schaar) | Emmanuelle Devos (Rôle principal - - Astrid Schaar),90 037,222 098,Non disponible,,,
23573,La Tête froide,Drame,17/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2024-23573-20240211010638.jpg,"Dans les Alpes enneigées, en plein hiver. Pour boucler ses fins de mois, Marie, 45 ans, trafique des cartouches de cigarettes entre la France et l’Italie avec l’aide de son amant Alex, policier aux frontières. Lorsqu’elle rencontre Souleymane, jeune réfugié, prêt à tout pour rejoindre sa petite sœur, elle s’embarque dans un engrenage bien plus dangereux qu’elle ne l’avait imaginé.",1h 32min,Non disponible,Non disponible,14 547,32 235,Non disponible,,,
23567,"Stella, une vie allemande",Drame,17/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2024-23567-20240204022035.jpg,"Stella, grandit à Berlin sous le régime nazi. Elle rêve d'une carrière de chanteuse de jazz, malgré toutes les mesures répressives. Finalement contrainte de se cacher avec ses parents en 1944, sa vie se transforme en une tragédie coupable.",2h 01min,Non disponible,Non disponible,19 222,36 581,Non disponible,,,
23154,Pauvres créatures,Drame,17/01/2024,22/12/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23154-20231224043511.jpg,"Bella est une jeune femme ramenée à la vie par le brillant et peu orthodoxe Dr Godwin Baxter. Sous sa protection, elle a soif d’apprendre. Avide de découvrir le monde dont elle ignore tout, elle s'enfuit avec Duncan Wedderburn, un avocat habile et débauché, et embarque pour une odyssée étourdissante à travers les continents. Imperméable aux préjugés de son époque, Bella est résolue à ne rien céder sur les principes d’égalité et de libération.",2h 21min,4,Willem Dafoe (Rôle principal - - Dr. Godwin Baxter) | Mark Ruffalo (Rôle principal - - Duncan Wedderburn) | Emma Stone (Rôle principal - - Bella Baxter),186 568,594 434,35 000 000 $,34 553 225 $,78 200 000 $,112 753 225 $
23473,L'Homme d’argile,Drame,24/01/2024,00/00/0000,https://www.jpbox-office.com/cinema/images/posters/A-2024-23473-20231224064159.jpg,"Raphae?l n’a qu’un œil. Il est le gardien d’un manoir dans lequel plus personne ne vit. A? presque 60 ans, il habite avec sa me?re un petit pavillon situe? a? l’entre?e du grand domaine bourgeois. Entre la chasse aux taupes, la cornemuse et les tours dans la Kangoo de la postie?re, les jours se suivent et se ressemblent. Par une nuit d’orage, Garance, l’he?ritie?re, revient dans la demeure familiale. Plus rien ne sera plus jamais pareil.",1h 34min,Non disponible,Emmanuelle Devos (Rôle principal - - Garance),15 574,37 971,Non disponible,,,
23271,Iron Claw,Drame,24/01/2024,22/12/2023,https://www.jpbox-office.com/cinema/images/posters/A-2023-23271-20240120034357.jpg,"Les inséparables frères Von Erich ont marqué l’histoire du catch professionnel du début des années 80. Entrainés de main de fer par un père tyrannique, ils vont devoir se battre sur le ring et dans leur vie.",2h 13min,3,Zac Efron (Rôle principal - - Kevin Von Erich),46 627,91 345,15 900 000 $,35 070 296 $,- $,35 070 296 $
